,ds_1,sample_1,ds_2,sample_2,model,Data Dissimilarity Score,Domain Dissimilarity Score,Data Dissimilarity Score_std,Domain Dissimilarity Score_std
0,NF-CSE-CIC-IDS2018,500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.4693177211650429,0.8494032900280704,0.2572692510258835,0.36159183633635383
1,NF-CSE-CIC-IDS2018,10000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.45979399785924213,0.8165664326250388,0.29305743519916005,0.36120366945373983
2,NF-CSE-CIC-IDS2018,1000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46045351597487827,0.8416272369674319,0.27457050185825044,0.3637460565424689
3,NF-CSE-CIC-IDS2018,1500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46939440567105495,0.846797786144611,0.2644456914839435,0.36898684688118394
4,NF-CSE-CIC-IDS2018,2000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.4744231797397439,0.8452011931963795,0.26942802144666633,0.36877994783344703
5,NF-CSE-CIC-IDS2018,2500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46267574003239076,0.8419890209481606,0.3000826220816632,0.36899089109270683
6,NF-CSE-CIC-IDS2018,3000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.4493080910681959,0.8471047580223796,0.29824321022264805,0.37147274638657407
7,NF-CSE-CIC-IDS2018,3500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.450481342438021,0.8426516881335825,0.2868989070883012,0.36921806976528976
8,NF-CSE-CIC-IDS2018,4000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46335621318581677,0.8352629066011364,0.28500318248393286,0.3656633036783997
9,NF-CSE-CIC-IDS2018,4500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.4757876642720526,0.8211410598026053,0.2778562386758501,0.3622644238464588
10,NF-CSE-CIC-IDS2018,5000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46907332861802553,0.8385947367107719,0.2799346532430248,0.36837106573860634
11,NF-CSE-CIC-IDS2018,5500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.47057219603206246,0.8345954111125213,0.2800951823432307,0.36741107983635524
12,NF-CSE-CIC-IDS2018,6000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46782091318947716,0.8313051628868725,0.2762908579320674,0.3653763110607333
13,NF-CSE-CIC-IDS2018,6500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46989846640647537,0.8253876291610025,0.2806764060461692,0.3644971142885441
14,NF-CSE-CIC-IDS2018,7000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.4439623411173033,0.8336325999635334,0.3039377900937822,0.3668480629372092
15,NF-CSE-CIC-IDS2018,7500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46997986442280537,0.8249961422615817,0.280824170636785,0.3630361395881007
16,NF-CSE-CIC-IDS2018,8000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.4634202550457739,0.827184489688704,0.277780204169394,0.36460409419628825
17,NF-CSE-CIC-IDS2018,8500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.45664927735620875,0.8211563173060145,0.2867002595792431,0.3628586128303277
18,NF-CSE-CIC-IDS2018,9000,NF-CSE-CIC-IDS2018,0,04-gpt2,0.46669894010624147,0.8220911526769843,0.27872026305509523,0.3624969260414381
19,NF-CSE-CIC-IDS2018,9500,NF-CSE-CIC-IDS2018,0,04-gpt2,0.45345385589961185,0.8180888269642589,0.29551914150040187,0.36151232213496476
20,NF-ToN-IoT,500,NF-ToN-IoT,0,04-gpt2,0.3627454445551573,0.36235970932562067,0.1814972844117207,0.286950029447878
21,NF-ToN-IoT,10000,NF-ToN-IoT,0,04-gpt2,0.2996203465062889,0.40221789919706513,0.21530675065967605,0.33582607744045384
22,NF-ToN-IoT,1000,NF-ToN-IoT,0,04-gpt2,0.35040664938646204,0.36566939811233506,0.1892567301199919,0.26821574963848677
23,NF-ToN-IoT,1500,NF-ToN-IoT,0,04-gpt2,0.3627774782922187,0.337649107489633,0.19621150661601436,0.27762662512693814
24,NF-ToN-IoT,2000,NF-ToN-IoT,0,04-gpt2,0.34604359982616595,0.43568044700780295,0.19516203935831458,0.341920202852227
25,NF-ToN-IoT,2500,NF-ToN-IoT,0,04-gpt2,0.32555911942614046,0.33595918681290143,0.20146975445149706,0.2867715552252788
26,NF-ToN-IoT,3000,NF-ToN-IoT,0,04-gpt2,0.3211919557090235,0.3889905473541336,0.2056253715889826,0.30425405366129216
27,NF-ToN-IoT,3500,NF-ToN-IoT,0,04-gpt2,0.3168496192284016,0.33939830213936734,0.20539600407863898,0.287037220368765
28,NF-ToN-IoT,4000,NF-ToN-IoT,0,04-gpt2,0.310730604500733,0.38749536450126926,0.20926959661702882,0.3006814673880015
29,NF-ToN-IoT,4500,NF-ToN-IoT,0,04-gpt2,0.3245044892387612,0.330245608529294,0.20506779638451184,0.29205438430789643
30,NF-ToN-IoT,5000,NF-ToN-IoT,0,04-gpt2,0.312072316049825,0.3826931545248163,0.21316809849765547,0.3012184251284864
31,NF-ToN-IoT,5500,NF-ToN-IoT,0,04-gpt2,0.31920702594711065,0.38672308849378917,0.20640777499179863,0.2954220344255987
32,NF-ToN-IoT,6000,NF-ToN-IoT,0,04-gpt2,0.3201494963386631,0.38033027201247677,0.21000695301394495,0.3071014750921428
33,NF-ToN-IoT,6500,NF-ToN-IoT,0,04-gpt2,0.3298514719214921,0.4171714013373157,0.19639129400075714,0.3631298830637922
34,NF-ToN-IoT,7000,NF-ToN-IoT,0,04-gpt2,0.3223332496690324,0.3528639070521465,0.2090003914633025,0.27815512302258444
35,NF-ToN-IoT,7500,NF-ToN-IoT,0,04-gpt2,0.3200720412439891,0.33865505315294986,0.19951326476076914,0.2963303597760929
36,NF-ToN-IoT,8000,NF-ToN-IoT,0,04-gpt2,0.3348478472350729,0.33342916324726046,0.20401876989168352,0.29353422262532114
37,NF-ToN-IoT,8500,NF-ToN-IoT,0,04-gpt2,0.30264199851688417,0.330148720409232,0.21466057335174285,0.29567049989962796
38,NF-ToN-IoT,9000,NF-ToN-IoT,0,04-gpt2,0.33635869281663655,0.3931381641028996,0.19350419618774592,0.3176987610516314
39,NF-ToN-IoT,9500,NF-ToN-IoT,0,04-gpt2,0.3141100662155933,0.3843009509002099,0.20986884486859603,0.32413750764822113
40,NF-UNSW-NB15,500,NF-UNSW-NB15,0,04-gpt2,0.3561907960806324,0.6746671419942377,0.23331472714497276,0.4081003649284594
41,NF-UNSW-NB15,10000,NF-UNSW-NB15,0,04-gpt2,0.3349434654817254,0.6611373536972632,0.23651936820763794,0.42471047021909364
42,NF-UNSW-NB15,1000,NF-UNSW-NB15,0,04-gpt2,0.3393322287619299,0.668789153922301,0.23253479007880987,0.41852952004076943
43,NF-UNSW-NB15,1500,NF-UNSW-NB15,0,04-gpt2,0.3370249448181005,0.6727009151132665,0.22103725001852192,0.4141594134802721
44,NF-UNSW-NB15,2000,NF-UNSW-NB15,0,04-gpt2,0.3242981213520158,0.6675313715955304,0.23676839906810973,0.41907252451596533
